station_id,station_name,latitude,longitude,district_2024,charger_count,fast_charger_count,slow_charger_count,unknown_speed_count,public_charger_count,limited_charger_count,public_charger_ratio_percent,fast_charger_ratio_percent,representative_address,operator_name
ME20A1b9,샛별공영주차장,37.531708877,126.71064555,계양구,1,1,0,0,1,0,100.0,100.0,인천광역시 계양구 안남로 543,환경부
ME20A1c0,인천광역시농업기술센터,37.534358904,126.74430612,계양구,1,1,0,0,1,0,100.0,100.0,인천광역시 계양구 서운동 207-1,환경부
ME20A1c1,간석2동 행정복지센터 1층 주차장,37.464013,126.71099,남동구,1,1,0,0,1,0,100.0,100.0,인천광역시 남동구 남동대로916번길 47,환경부
ME20A1c2,논현1동 행정복지센터 지상주차장 (인천),37.405593,126.729516,남동구,1,1,0,0,1,0,100.0,100.0,인천광역시 남동구 소래역로 115,환경부
ME20A1c3,한국교통안전공단 인천자동차검사소,37.4410511,126.6376686,미추홀구,1,1,0,0,1,0,100.0,100.0,인천광역시 미추홀구 아암대로 253번길 81,환경부
ME20A1c4,연수역 북부 공영주차장,37.419539,126.676446,연수구,1,1,0,0,1,0,100.0,100.0,인천광역시 연수구 연수동 587,환경부
ME20A1c5,함박종합사회복지관,37.425984,126.687375,연수구,1,1,0,0,1,0,100.0,100.0,인천광역시 연수구 함박안로 217,환경부
ME20A1c6,인천적십자병원,37.4184847,126.6892471,연수구,1,1,0,0,1,0,100.0,100.0,인천광역시 연수구 원인재로 263,환경부
ME20A281,강화읍 관청 제1공영주차장,37.7517439,126.4792513,강화군,2,2,0,0,2,0,100.0,100.0,인천광역시 강화군 강화읍 관청리 931,환경부
ME20A283,용진진주차장,37.7097745,126.51422041,강화군,2,2,0,0,2,0,100.0,100.0,인천광역시 강화군 선원면 지산리 216-6,환경부
ME20A285,한국산업인력공단 인천지사,37.4083131,126.6923337,남동구,2,2,0,0,2,0,100.0,100.0,인천광역시 남동구 남동서로209,환경부
ME20A286,서구청 제1공영주차장,37.545976,126.675636,서구,2,2,0,0,2,0,100.0,100.0,인천광역시 서해구 탁옥로 51번길 26,기후에너지환경부
ME20A287,청라사업소,37.5280476,126.6081269,서구,2,2,0,0,2,0,100.0,100.0,인천광역시 서해구 경서동 673-6,기후에너지환경부
ME20A288,인천광역시중구청사,37.4733161,126.6219716,중구,2,2,0,0,2,0,100.0,100.0,인천광역시 제물포구 신포로27번길80,기후에너지환경부
ME20A302,인천스타트업파크,37.3879068,126.6396618,연수구,3,3,0,0,3,0,100.0,100.0,인천광역시 연수구 컨벤시아대로 204,환경부
ME21A143,청라복합문화센터,37.5248064,126.6338018,서구,1,1,0,0,1,0,100.0,100.0,인천광역시 서해구 청라대로 26,기후에너지환경부
ME21B181,부평2동행정복지센터,37.487543,126.7170935,부평구,1,1,0,0,1,0,100.0,100.0,인천광역시 부평구 부영로 23,환경부
ME21B1D1,송도체육센터,37.3867731,126.669634,연수구,1,1,0,0,1,0,100.0,100.0,인천광역시 연수구 송도과학로51번길 80,환경부
ME21B1D3,강화군국민체육센터,37.7538053,126.4698464,강화군,1,1,0,0,1,0,100.0,100.0,인천광역시 강화군 강화읍 강화대로 591,환경부
ME21B1D5,연수 벚꽃로 공영주차장,37.4170001,126.6793662,연수구,1,1,0,0,1,0,100.0,100.0,인천광역시 연수구 연수동 벚꽃로 123,환경부
ME21B1D6,청학동 제2공영주차장,37.4274142,126.662192,연수구,1,1,0,0,1,0,100.0,100.0,인천광역시 연수구 청학동 90-5,환경부
ME21B227,벽돌막 공영주차장,37.4688559,126.7006419,부평구,2,2,0,0,2,0,100.0,100.0,인천광역시 부평구 열우물로 8,환경부
ME21B228,인천서부경찰서,37.5439122,126.6781294,서구,2,2,0,0,2,0,100.0,100.0,인천광역시 서해구 탁옥로 77,기후에너지환경부
ME21B229,인천삼산경찰서,37.5105479,126.7326369,부평구,2,2,0,0,2,0,100.0,100.0,인천광역시 부평구 굴포로 104,환경부
ME21B232,강화군청 부설주차장(2층 야외주차장),37.7467102,126.4886517,강화군,2,2,0,0,2,0,100.0,100.0,인천광역시 강화군 강화읍 관청리 201-3,기후에너지환경부
ME21B310,인천미추홀경찰서,37.4426672,126.6537692,미추홀구,3,3,0,0,3,0,100.0,100.0,인천광역시 미추홀구 매소홀로290번길 32,환경부
ME21C235,근로복지공단 인천병원,37.4772769,126.752741,부평구,2,2,0,0,2,0,100.0,100.0,인천광역시 부평구 무네미로 446,환경부
ME21C236,인천국민안전체험관,37.5219804,126.6761204,서구,2,2,0,0,2,0,100.0,100.0,인천광역시 서해구 봉오재1로 120,기후에너지환경부
ME21C2A8,경인항 인천터미널 아라뱃길 충전소,37.557878,126.608404,서구,2,2,0,0,2,0,100.0,100.0,인천광역시 검단구 정서진1로 41,기후에너지환경부
ME21D049,계양구 공영주차장,37.5306878,126.7245089,계양구,1,1,0,0,1,0,100.0,100.0,인천광역시 계양구 봉오대로 679-1,환경부
ME21D050,인천서구청 제1주차장,37.5459352,126.6755823,서구,1,1,0,0,1,0,100.0,100.0,인천광역시 서해구 탁옥로51번길 26,기후에너지환경부
ME21E225,강화경찰서,37.7475591,126.4873101,강화군,2,2,0,0,2,0,100.0,100.0,인천광역시 강화군 강화읍 동문안길 17,환경부
ME22A328,강화군청 공영주차장,37.7466966,126.488645,강화군,2,2,0,0,2,0,100.0,100.0,인천광역시 강화군 강화읍 관청리 201-3,기후에너지환경부
ME22A329,풍물시장 부설주차장,37.7404859,126.4920126,강화군,2,2,0,0,2,0,100.0,100.0,인천광역시 강화군 강화읍 중앙로 17-9,환경부
ME22A330,강화읍 남문공영주차장,37.7449392,126.4867038,강화군,2,2,0,0,2,0,100.0,100.0,인천광역시 강화군 강화읍 신문리 4-5,환경부
ME22A331,갑곶돈대,37.7333378,126.5155285,강화군,2,2,0,0,2,0,100.0,100.0,인천광역시 강화군 강화읍 갑곳리 225-9,환경부
ME22A332,인천어린이과학관,37.5517478,126.7391694,계양구,2,2,0,0,2,0,100.0,100.0,인천광역시 계양구 방축로 21 (방축동),환경부
ME22A333,남인천영업소,37.4327241,126.765047,남동구,2,2,0,0,2,0,100.0,100.0,인천광역시 남동구 운연동 443,환경부
ME22A334,도화1동 제4노외주차장,37.4641169,126.666388,미추홀구,2,2,0,0,2,0,100.0,100.0,인천광역시 미추홀구 도화동 597-122,환경부
ME22A335,인천연수경찰서,37.4101174,126.6802885,연수구,2,2,0,0,2,0,100.0,100.0,인천광역시 연수구 원인재로 138,환경부
ME22A606,인천대공원사업소 충전소,37.4588255,126.7502402,남동구,4,4,0,0,4,0,100.0,100.0,인천광역시 남동구 무네미로 238,환경부
ME22B903,인천공항 졸음쉼터,37.5691052,126.6622963,서구,3,3,0,0,3,0,100.0,100.0,인천광역시 서해구 인천국제공항고속도로 24(검암동),기후에너지환경부
ME22C122,남청라영업소,37.5152149,126.6207346,서구,1,1,0,0,1,0,100.0,100.0,인천광역시 서해구 청라동 194-2,기후에너지환경부
ME22C123,계양종합사회복지관,37.5257589,126.7498742,계양구,1,1,0,0,1,0,100.0,100.0,인천광역시 계양구 아나지로 517,환경부
ME22C124,인천어린이과학관,37.5517478,126.7391694,계양구,1,1,0,0,1,0,100.0,100.0,인천광역시 계양구 방축로 21 (방축동),환경부
ME22C1C3,부개역 공영주차장,37.4890017,126.7393101,부평구,1,1,0,0,1,0,100.0,100.0,인천광역시 부평구 부개동 515,환경부
ME22C1C4,동화마을 공영주차장,37.478954,126.6189354,중구,1,1,0,0,1,0,100.0,100.0,인천광역시 제물포구 송월동2가 4,기후에너지환경부
ME22C1C5,소래제2 공영주차장,37.3997332,126.7345354,남동구,1,1,0,0,1,0,100.0,100.0,인천광역시 남동구 논현동 750-2,환경부
ME22C1C6,소래제3 공영주차장,37.4009434,126.7320213,남동구,1,1,0,0,1,0,100.0,100.0,인천광역시 남동구 논현동 749-3,환경부
ME22C1C7,동일방직 옆 공영주차장,37.4832929,126.6203586,동구,1,1,0,0,1,0,100.0,100.0,인천광역시 제물포구 만석동 36-5,기후에너지환경부
ME22C1C8,동인천 공영주차장,37.473246,126.6332998,중구,1,1,0,0,1,0,100.0,100.0,인천광역시 제물포구 경동 142-3,기후에너지환경부
ME22C1C9,수문통 공영주차장,37.4788495,126.6334984,동구,1,1,0,0,1,0,100.0,100.0,인천광역시 제물포구 송현동 66-785,기후에너지환경부
ME22C213,소래제1 공영주차장,37.3975846,126.7357678,남동구,2,2,0,0,2,0,100.0,100.0,인천광역시 남동구 논현동 754-3,환경부
ME22C263,인천계양경찰서,37.5378868,126.7356647,계양구,2,2,0,0,2,0,100.0,100.0,인천광역시 계양구 계산새로 68,환경부
ME22C264,인천논현경찰서,37.4031652,126.7151832,남동구,2,2,0,0,2,0,100.0,100.0,인천광역시 남동구 논현고잔로 239,환경부
ME22C265,차이나타운공영주차장,37.476269,126.6182593,중구,2,2,0,0,2,0,100.0,100.0,인천광역시 제물포구 북성동2가 12-36,기후에너지환경부
ME22C266,소래제5 공영주차장,37.4012731,126.7388837,남동구,2,2,0,0,2,0,100.0,100.0,인천광역시 남동구 논현동 66-99,환경부
ME22C267,인하대병원사거리공영주차장,37.458401,126.6360599,중구,2,2,0,0,2,0,100.0,100.0,인천광역시 제물포구 신흥동3가 7-317,기후에너지환경부
ME22C268,경동공영주차장,37.4712304,126.6307368,중구,2,2,0,0,2,0,100.0,100.0,인천광역시 제물포구 경동 230-39,기후에너지환경부
ME22C269,구인천여고 공영주차장,37.4774448,126.6297755,중구,2,2,0,0,2,0,100.0,100.0,인천광역시 제물포구 참외전로 100 (전동),기후에너지환경부
ME22C270,인천출입국외국인청,37.4620217,126.6317642,중구,2,2,0,0,2,0,100.0,100.0,인천광역시 제물포구 항동7가 1-12,기후에너지환경부
ME22C271,인천지방해양수산청,37.4589366,126.6294555,중구,2,2,0,0,2,0,100.0,100.0,인천광역시 제물포구 서해대로 365-1,기후에너지환경부
ME22C301,인천중부경찰서,37.4725743,126.6189447,중구,3,3,0,0,3,0,100.0,100.0,인천광역시 제물포구 제물량로 237,기후에너지환경부
ME22D154,서창5호 공영주차장,37.4342432,126.7512935,남동구,1,1,0,0,1,0,100.0,100.0,인천광역시 남동구 서창동 567-4,환경부
ME22D1B4,검단제1 공영주차장,37.601586,126.6611015,서구,1,1,0,0,1,0,100.0,100.0,인천광역시 검단구 마전동 986 인천광역시 서구 마전동 986,기후에너지환경부
ME22D1C2,장기파출소,37.5764971,126.7345087,계양구,1,1,0,0,1,0,100.0,100.0,인천광역시 계양구 장기서로 6,환경부
ME22D201,계산택지1 공영주차장,37.5408619,126.7371416,계양구,2,2,0,0,2,0,100.0,100.0,인천광역시 계양구 계양문화로 111,환경부
ME23A221,신문 제2 공영주차장,37.7478132,126.4796606,강화군,2,2,0,0,2,0,100.0,100.0,인천광역시 강화군 강화읍 향나무길 8,환경부
ME23A222,월미도제2공영주차장,37.477315,126.5986338,중구,2,2,0,0,2,0,100.0,100.0,인천광역시 제물포구 북성동1가 97-32,기후에너지환경부
ME23B103,송림체육관,37.4856317,126.6472143,동구,1,1,0,0,1,0,100.0,100.0,인천광역시 제물포구 염전로 30 인천광역시 동구 염전로 30,기후에너지환경부
ME23B105,장수2호 공영주차장,37.4509027,126.7540537,남동구,1,1,0,0,1,0,100.0,100.0,인천광역시 남동구 장수동 779-13,환경부
ME23B106,돌산마루 제1호 공영주차장,37.4647634,126.7183955,남동구,1,1,0,0,1,0,100.0,100.0,인천광역시 남동구 간석동 940-1,환경부
ME23B107,약산제1호 공영주차장,37.468024,126.7122219,남동구,1,1,0,0,1,0,100.0,100.0,인천광역시 남동구 간석동 86-2,환경부
ME23B108,용현5동 행정복지센터,37.4527668,126.6405751,미추홀구,1,1,0,0,1,0,100.0,100.0,인천광역시 미추홀구 토금북로 60,환경부
ME23B162,초지진,37.6318212,126.5318499,강화군,1,1,0,0,1,0,100.0,100.0,인천광역시 강화군 길상면 초지리 1251-323,환경부
ME23B174,노인복지회관 앞 공영주차장,37.4674635,126.6337541,중구,1,1,0,0,1,0,100.0,100.0,인천광역시 제물포구 신흥동2가 16-2 인천광역시 중구 신흥동2가 16-2,기후에너지환경부
ME23B175,장수1호 공영주차장,37.4518511,126.7512533,남동구,1,1,0,0,1,0,100.0,100.0,인천광역시 남동구 장수동 767-12,환경부
ME23B176,차이나타운공영주차장(1층),37.4760515,126.6183831,중구,1,1,0,0,1,0,100.0,100.0,인천광역시 제물포구 차이나타운로44번길 28-12 (북성동2가) 인천광역시 중구 차이나타운로44번길 28-12 (북성동2가),기후에너지환경부
ME23B177,차이나타운공영주차장(2층),37.4760515,126.6183831,중구,1,1,0,0,1,0,100.0,100.0,인천광역시 제물포구 차이나타운로44번길 28-12 (북성동2가) 인천광역시 중구 차이나타운로44번길 28-12 (북성동2가),기후에너지환경부
ME23B178,내동공영주차장,37.47227,126.6269662,중구,1,1,0,0,1,0,100.0,100.0,인천광역시 제물포구 내동 108 인천광역시 중구 내동 108,기후에너지환경부
ME23B179,전동공영주차장,37.4756599,126.6265278,중구,1,1,0,0,1,0,100.0,100.0,인천광역시 제물포구 전동 31-3 인천광역시 중구 전동 31-3,기후에너지환경부
ME23B184,관청근린공원주차장,37.7463853,126.4931925,강화군,1,1,0,0,1,0,100.0,100.0,인천광역시 강화군 강화읍 관청리 84-1,환경부
ME23B185,신문리 공영주차장,37.7472429,126.4787793,강화군,1,1,0,0,1,0,100.0,100.0,인천광역시 강화군 강화읍 신문리 593-1,환경부
ME23B1A9,서창3호 공영주차장,37.4329066,126.7518527,남동구,1,1,0,0,1,0,100.0,100.0,인천광역시 남동구 서창동 575-1,환경부
ME23B1B0,진주4호 공영주차장,37.4582453,126.7258168,남동구,1,1,0,0,1,0,100.0,100.0,인천광역시 남동구 만수동 895-4,기후에너지환경부
ME23B1B1,독점 공영주차장,37.4508063,126.7121954,남동구,1,1,0,0,1,0,100.0,100.0,인천광역시 남동구 구월동 1210-16,환경부
ME23B1C7,인천공항파출소,37.4695092,126.4507804,중구,1,1,0,0,1,0,100.0,100.0,인천광역시 영종구 흰바위로27번길 12 인천광역시 중구 흰바위로27번길 12,기후에너지환경부
ME23B214,강화풍물시장 주차장,37.7420767,126.4919091,강화군,2,2,0,0,2,0,100.0,100.0,인천광역시 강화군 강화읍 중앙로 17-13,환경부
ME24A249,인천환경공단 남항사업소,37.4348027,126.6296132,중구,2,2,0,0,2,0,100.0,100.0,인천광역시 제물포구 서해대로94번길 93,기후에너지환경부
ME24A250,북도면사무소,37.5326763,126.4296267,옹진군,2,2,0,0,2,0,100.0,100.0,인천광역시 옹진군 북도면 시도로 82,환경부
ME24A251,신도바다역,37.5150769,126.4388447,옹진군,2,2,0,0,2,0,100.0,100.0,인천광역시 옹진군 북도면 신도로 5-1,환경부
ME24B148,자월면사무소,37.254528,126.307363,옹진군,1,1,0,0,1,0,100.0,100.0,인천광역시 옹진군 자월면 자월서로164,환경부
ME24B149,덕적면사무소,37.227776,126.145227,옹진군,1,1,0,0,1,0,100.0,100.0,인천광역시 옹진군 덕적면 덕적북로 122-26,환경부
ME24B150,영흥화력사택,37.250229174,126.45489822,옹진군,1,1,0,0,1,0,100.0,100.0,인천광역시 옹진군 영흥면 영흥남로369번길 22,기후에너지환경부
ME24B151,덕적친환경에너지홍보관,37.238704,126.119842,옹진군,1,1,0,0,1,0,100.0,100.0,인천광역시 옹진군 덕적면 덕적남로 591,환경부
ME24B209,인천환경공단 가좌사업소,37.496672,126.645047,서구,2,2,0,0,2,0,100.0,100.0,인천광역시 서해구 중봉대로211,기후에너지환경부
ME25A110,한국산업단지공단 후생시설,37.4083862,126.695957,남동구,1,1,0,0,1,0,100.0,100.0,인천광역시 남동구 남동대로239번길 68 (논현동),환경부
ME25A112,강화읍 갑곳 공영주차장,37.7425329,126.5041544,강화군,1,1,0,0,1,0,100.0,100.0,인천광역시 강화군 강화읍 갑곳리 470-7,기후부
ME25A113,강화읍 갑곳 제1공영주차장,37.7393849,126.5068141,강화군,1,1,0,0,1,0,100.0,100.0,인천광역시 강화군 강화읍 갑곳리 643,환경부
ME25A114,산성안 공영주차장,37.7504205,126.4872642,강화군,1,1,0,0,1,0,100.0,100.0,인천광역시 강화군 강화읍 관청리 250-3,환경부
ME25A115,강화읍 중앙시장B동 주차장,37.7488001,126.4835818,강화군,1,1,0,0,1,0,100.0,100.0,인천광역시 강화군 강화읍 관청리 523-1,환경부
ME25A116,관청근린공원 주차장,37.7460688,126.4930044,강화군,1,1,0,0,1,0,100.0,100.0,인천광역시 강화군 강화읍 관청리 85-3,환경부
