statNm,statId,chgerId,chgerType,addr,addrDetail,location,lat,lng,useTime,busiId,bnm,busiNm,busiCall,stat,statUpdDt,lastTsdt,lastTedt,nowTsdt,powerType,output,method,zcode,zscode,kind,kindDetail,parkingFree,note,limitYn,limitDetail,delYn,delDetail,trafficYn,year,floorNum,floorType,maker,charger_uid,coordinate_missing,coordinate_outlier,district_by_code,district_from_address,district_address_normalized,district_mismatch,is_deleted,is_limited,is_active_record,usable_for_spatial_analysis,district_before_correction,lat_before_correction,lng_before_correction,district_corrected,coordinate_corrected,correction_reason,district_final,coordinate_missing_final,coordinate_outlier_final,usable_for_district_analysis,usable_for_spatial_analysis_final,publicly_accessible,boundary_base_date,district_2024,district_code_2024,geometry_fixed,boundary_match_status
송도더샵그린스퀘어 M23기둥,IM000223,2,2,인천광역시 연수구 송도문화로28번길 81,송도더샵그린스퀘어,지하1층 M13 기둥,37.3,126.6,24시간 이용가능,IM,아이마켓코리아,아이마켓코리아,02-3708-5678,2,2026-07-13 14:03:29,2026-07-13 09:46:46,2026-07-13 14:05:16,,,7.0,단독,28,28185,H0,H001,Y,,Y,거주자외 출입제한,N,,N,2024,1,B,,IM000223_02,False,False,연수구,연수구,연수구,False,False,True,True,True,연수구,37.3,126.6,False,False,,연수구,False,False,True,True,False,,,,,unmatched
송도더샵그린스퀘어 M23기둥,IM000223,3,2,인천광역시 연수구 송도문화로28번길 81,송도더샵그린스퀘어,지하1층 M13 기둥,37.3,126.6,24시간 이용가능,IM,아이마켓코리아,아이마켓코리아,02-3708-5678,2,2026-05-20 17:06:27,2026-05-15 12:02:15,2026-05-15 16:16:54,,,7.0,단독,28,28185,H0,H001,Y,,Y,거주자외 출입제한,N,,N,2024,1,B,,IM000223_03,False,False,연수구,연수구,연수구,False,False,True,True,True,연수구,37.3,126.6,False,False,,연수구,False,False,True,True,False,,,,,unmatched
송도더샵그린스퀘어 M23기둥,IM000223,4,2,인천광역시 연수구 송도문화로28번길 81,송도더샵그린스퀘어,지하1층 M13 기둥,37.3,126.6,24시간 이용가능,IM,아이마켓코리아,아이마켓코리아,02-3708-5678,2,2026-07-13 17:45:31,2026-07-13 17:08:19,2026-07-13 17:47:25,,,7.0,단독,28,28185,H0,H001,Y,,Y,거주자외 출입제한,N,,N,2024,1,B,,IM000223_04,False,False,연수구,연수구,연수구,False,False,True,True,True,연수구,37.3,126.6,False,False,,연수구,False,False,True,True,False,,,,,unmatched
송도더샵그린스퀘어 I26기둥,IM000224,1,2,인천광역시 연수구 송도문화로28번길 81,송도더샵그린스퀘어,지하1층 M12기둥,37.3,126.6,24시간 이용가능,IM,아이마켓코리아,아이마켓코리아,02-3708-5678,2,2026-07-14 19:18:47,2026-07-14 15:55:35,2026-07-14 19:16:22,,,7.0,단독,28,28185,H0,H001,Y,,Y,거주자외 출입제한,N,,N,2024,1,B,,IM000224_01,False,False,연수구,연수구,연수구,False,False,True,True,True,연수구,37.3,126.6,False,False,,연수구,False,False,True,True,False,,,,,unmatched
송도더샵그린스퀘어 I26기둥,IM000224,2,2,인천광역시 연수구 송도문화로28번길 81,송도더샵그린스퀘어,지하1층 M12기둥,37.3,126.6,24시간 이용가능,IM,아이마켓코리아,아이마켓코리아,02-3708-5678,2,2026-07-16 00:13:01,2026-07-15 20:48:02,2026-07-16 00:13:31,,,7.0,단독,28,28185,H0,H001,Y,,Y,거주자외 출입제한,N,,N,2024,1,B,,IM000224_02,False,False,연수구,연수구,연수구,False,False,True,True,True,연수구,37.3,126.6,False,False,,연수구,False,False,True,True,False,,,,,unmatched
송도더샵그린스퀘어 I26기둥,IM000224,3,2,인천광역시 연수구 송도문화로28번길 81,송도더샵그린스퀘어,지하1층 M12기둥,37.3,126.6,24시간 이용가능,IM,아이마켓코리아,아이마켓코리아,02-3708-5678,2,2026-07-16 01:21:46,2026-07-15 17:56:09,2026-07-16 01:22:47,,,7.0,단독,28,28185,H0,H001,Y,,Y,거주자외 출입제한,N,,N,2024,1,B,,IM000224_03,False,False,연수구,연수구,연수구,False,False,True,True,True,연수구,37.3,126.6,False,False,,연수구,False,False,True,True,False,,,,,unmatched
송도더샵그린스퀘어 I26기둥,IM000224,4,2,인천광역시 연수구 송도문화로28번길 81,송도더샵그린스퀘어,지하1층 M12기둥,37.3,126.6,24시간 이용가능,IM,아이마켓코리아,아이마켓코리아,02-3708-5678,2,2026-07-16 01:18:30,2026-07-15 18:32:39,2026-07-16 01:19:54,,,7.0,단독,28,28185,H0,H001,Y,,Y,거주자외 출입제한,N,,N,2024,1,B,,IM000224_04,False,False,연수구,연수구,연수구,False,False,True,True,True,연수구,37.3,126.6,False,False,,연수구,False,False,True,True,False,,,,,unmatched
송도더샵그린스퀘어 I26기둥,IM000225,1,2,인천광역시 연수구 송도문화로28번길 81,송도더샵그린스퀘어,지하1층 K12기둥,37.3,126.6,24시간 이용가능,IM,아이마켓코리아,아이마켓코리아,02-3708-5678,2,2026-07-14 00:57:47,2026-07-13 22:08:58,2026-07-14 00:57:56,,,7.0,단독,28,28185,H0,H001,Y,,Y,거주자외 출입제한,N,,N,2024,1,B,,IM000225_01,False,False,연수구,연수구,연수구,False,False,True,True,True,연수구,37.3,126.6,False,False,,연수구,False,False,True,True,False,,,,,unmatched
송도더샵그린스퀘어 I26기둥,IM000225,2,2,인천광역시 연수구 송도문화로28번길 81,송도더샵그린스퀘어,지하1층 K12기둥,37.3,126.6,24시간 이용가능,IM,아이마켓코리아,아이마켓코리아,02-3708-5678,2,2026-06-29 05:12:29,2026-06-28 21:16:31,2026-06-29 05:12:55,,,7.0,단독,28,28185,H0,H001,Y,,Y,거주자외 출입제한,N,,N,2024,1,B,,IM000225_02,False,False,연수구,연수구,연수구,False,False,True,True,True,연수구,37.3,126.6,False,False,,연수구,False,False,True,True,False,,,,,unmatched
송도더샵그린스퀘어 I26기둥,IM000225,3,2,인천광역시 연수구 송도문화로28번길 81,송도더샵그린스퀘어,지하1층 K12기둥,37.3,126.6,24시간 이용가능,IM,아이마켓코리아,아이마켓코리아,02-3708-5678,2,2026-07-11 21:57:28,2026-07-11 18:32:18,2026-07-11 21:58:14,,,7.0,단독,28,28185,H0,H001,Y,,Y,거주자외 출입제한,N,,N,2024,1,B,,IM000225_03,False,False,연수구,연수구,연수구,False,False,True,True,True,연수구,37.3,126.6,False,False,,연수구,False,False,True,True,False,,,,,unmatched
연희동 홍연2교 옆 노상주차장,KP004932,1,4,인천광역시 서해구 연희로28번길 13-7,노상주차장,,37.577512064,126.93104011,24시간 이용가능,KP,한국전력공사,한국전력,1899-2100,1,2026-07-16 08:10:16,2026-07-13 00:50:22,2026-07-13 01:16:37,,,100.0,단독,28,28275,B0,B004,Y,,N,,N,,N,2021,1,F,피에스텍,KP004932_01,False,False,서해구,서해구,서해구,False,False,False,True,True,서해구,37.577512064,126.93104011,False,False,,서해구,False,False,True,True,True,,,,,unmatched
LG원당자이,PI202821,1,2,"인천광역시 검단구 원당대로839번길？34 (원당동,？엘지원당자이아파트)",,,37.2193,126.696,,PI,GS차지비,GS차지비,1600-4047,2,2026-07-16 01:06:12,2026-07-15 16:30:26,2026-07-16 00:03:48,,,7.0,단독,28,28290,H0,H001,Y,,N,,N,,N,2018,1,B,시그넷,PI202821_01,False,False,검단구,검단구,검단구,False,False,False,True,True,검단구,37.2193,126.696,False,False,,검단구,False,False,True,True,True,,,,,unmatched
LG원당자이,PI202821,2,2,"인천광역시 검단구 원당대로839번길？34 (원당동,？엘지원당자이아파트)",,,37.2193,126.696,,PI,GS차지비,GS차지비,1600-4047,2,2026-07-01 02:26:33,2026-06-25 01:41:56,2026-06-25 05:54:52,,,7.0,단독,28,28290,H0,H001,Y,,N,,N,,N,2018,1,B,시그넷,PI202821_02,False,False,검단구,검단구,검단구,False,False,False,True,True,검단구,37.2193,126.696,False,False,,검단구,False,False,True,True,True,,,,,unmatched
성원운수 운연동차고지,RS000033,1,11,인천광역시 남동구 음실로 53,성원운수,,37.4,126.8,24시간 이용가능,RS,리셀파워,리셀파워,0319150503,2,2026-06-28 04:00:02,,,,,120.0,단독,28,28200,B0,B004,Y,,N,,N,,N,2025,1,F,PNE,RS000033_01,False,False,남동구,남동구,남동구,False,False,False,True,True,남동구,37.4,126.8,False,False,,남동구,False,False,True,True,True,,,,,unmatched
성원운수 운연동차고지,RS000033,2,11,인천광역시 남동구 음실로 53,성원운수,,37.4,126.8,24시간 이용가능,RS,리셀파워,리셀파워,0319150503,2,2026-06-28 04:00:02,,,,,120.0,단독,28,28200,B0,B004,Y,,N,,N,,N,2025,1,F,PNE,RS000033_02,False,False,남동구,남동구,남동구,False,False,False,True,True,남동구,37.4,126.8,False,False,,남동구,False,False,True,True,True,,,,,unmatched
신화여객 아시아드경기장,RS000040,1,11,인천광역시 서해구 봉수대로 806,아시아드경기장,,37.5,126.6,24시간 이용가능,RS,리셀파워,리셀파워,031-915-0503,2,2026-06-28 04:00:02,,,,,120.0,동시,28,28275,G0,G004,Y,,N,,N,,N,2025,1,F,PNE,RS000040_01,False,False,서해구,서해구,서해구,False,False,False,True,True,서해구,37.5,126.6,False,False,,서해구,False,False,True,True,True,,,,,unmatched
신화여객 아시아드경기장,RS000040,2,11,인천광역시 서해구 봉수대로 806,아시아드경기장,,37.5,126.6,24시간 이용가능,RS,리셀파워,리셀파워,031-915-0503,2,2026-06-28 04:00:02,,,,,120.0,동시,28,28275,G0,G004,Y,,N,,N,,N,2025,1,F,PNE,RS000040_02,False,False,서해구,서해구,서해구,False,False,False,True,True,서해구,37.5,126.6,False,False,,서해구,False,False,True,True,True,,,,,unmatched
신화여객 아시아드경기장,RS000040,3,11,인천광역시 서해구 봉수대로 806,아시아드경기장,,37.5,126.6,24시간 이용가능,RS,리셀파워,리셀파워,031-915-0503,2,2026-06-28 04:00:02,,,,,120.0,동시,28,28275,G0,G004,Y,,N,,N,,N,2025,1,F,PNE,RS000040_03,False,False,서해구,서해구,서해구,False,False,False,True,True,서해구,37.5,126.6,False,False,,서해구,False,False,True,True,True,,,,,unmatched
신화여객 아시아드경기장,RS000040,4,11,인천광역시 서해구 봉수대로 806,아시아드경기장,,37.5,126.6,24시간 이용가능,RS,리셀파워,리셀파워,031-915-0503,2,2026-06-28 04:00:02,,,,,120.0,동시,28,28275,G0,G004,Y,,N,,N,,N,2025,1,F,PNE,RS000040_04,False,False,서해구,서해구,서해구,False,False,False,True,True,서해구,37.5,126.6,False,False,,서해구,False,False,True,True,True,,,,,unmatched
신화여객 동춘동차고지,RS000041,1,11,인천광역시 연수구 먼우금로 2,동춘동차고지,,37.4,126.6,24시간 이용가능,RS,리셀파워,리셀파워,031-915-0503,2,2026-06-28 04:00:02,,,,,120.0,동시,28,28185,G0,G004,Y,,N,,N,,N,2025,1,F,PNE,RS000041_01,False,False,연수구,연수구,연수구,False,False,False,True,True,연수구,37.4,126.6,False,False,,연수구,False,False,True,True,True,,,,,unmatched
신화여객 동춘동차고지,RS000041,2,11,인천광역시 연수구 먼우금로 2,동춘동차고지,,37.4,126.6,24시간 이용가능,RS,리셀파워,리셀파워,031-915-0503,2,2026-06-28 04:00:02,,,,,120.0,동시,28,28185,G0,G004,Y,,N,,N,,N,2025,1,F,PNE,RS000041_02,False,False,연수구,연수구,연수구,False,False,False,True,True,연수구,37.4,126.6,False,False,,연수구,False,False,True,True,True,,,,,unmatched
신화여객 동춘동차고지,RS000041,3,11,인천광역시 연수구 먼우금로 2,동춘동차고지,,37.4,126.6,24시간 이용가능,RS,리셀파워,리셀파워,031-915-0503,2,2026-06-28 04:00:02,,,,,120.0,동시,28,28185,G0,G004,Y,,N,,N,,N,2025,1,F,PNE,RS000041_03,False,False,연수구,연수구,연수구,False,False,False,True,True,연수구,37.4,126.6,False,False,,연수구,False,False,True,True,True,,,,,unmatched
신화여객 동춘동차고지,RS000041,4,11,인천광역시 연수구 먼우금로 2,동춘동차고지,,37.4,126.6,24시간 이용가능,RS,리셀파워,리셀파워,031-915-0503,2,2026-06-28 04:00:02,,,,,120.0,동시,28,28185,G0,G004,Y,,N,,N,,N,2025,1,F,PNE,RS000041_04,False,False,연수구,연수구,연수구,False,False,False,True,True,연수구,37.4,126.6,False,False,,연수구,False,False,True,True,True,,,,,unmatched
신화여객 동춘동차고지,RS000041,5,11,인천광역시 연수구 먼우금로 2,동춘동차고지,,37.4,126.6,24시간 이용가능,RS,리셀파워,리셀파워,031-915-0503,2,2026-06-28 04:00:02,,,,,120.0,동시,28,28185,G0,G004,Y,,N,,N,,N,2025,1,F,PNE,RS000041_05,False,False,연수구,연수구,연수구,False,False,False,True,True,연수구,37.4,126.6,False,False,,연수구,False,False,True,True,True,,,,,unmatched
신화여객 동춘동차고지,RS000041,6,11,인천광역시 연수구 먼우금로 2,동춘동차고지,,37.4,126.6,24시간 이용가능,RS,리셀파워,리셀파워,031-915-0503,2,2026-06-28 04:00:02,,,,,120.0,동시,28,28185,G0,G004,Y,,N,,N,,N,2025,1,F,PNE,RS000041_06,False,False,연수구,연수구,연수구,False,False,False,True,True,연수구,37.4,126.6,False,False,,연수구,False,False,True,True,True,,,,,unmatched
신화여객 동춘동차고지,RS000041,7,11,인천광역시 연수구 먼우금로 2,동춘동차고지,,37.4,126.6,24시간 이용가능,RS,리셀파워,리셀파워,031-915-0503,2,2026-06-28 04:00:02,,,,,120.0,동시,28,28185,G0,G004,Y,,N,,N,,N,2025,1,F,PNE,RS000041_07,False,False,연수구,연수구,연수구,False,False,False,True,True,연수구,37.4,126.6,False,False,,연수구,False,False,True,True,True,,,,,unmatched
신화여객 동춘동차고지,RS000041,8,11,인천광역시 연수구 먼우금로 2,동춘동차고지,,37.4,126.6,24시간 이용가능,RS,리셀파워,리셀파워,031-915-0503,2,2026-06-28 04:00:02,,,,,120.0,동시,28,28185,G0,G004,Y,,N,,N,,N,2025,1,F,PNE,RS000041_08,False,False,연수구,연수구,연수구,False,False,False,True,True,연수구,37.4,126.6,False,False,,연수구,False,False,True,True,True,,,,,unmatched
신화여객 동춘동차고지,RS000041,9,11,인천광역시 연수구 먼우금로 2,동춘동차고지,,37.4,126.6,24시간 이용가능,RS,리셀파워,리셀파워,031-915-0503,2,2026-06-28 04:00:02,,,,,120.0,동시,28,28185,G0,G004,Y,,N,,N,,N,2025,1,F,PNE,RS000041_09,False,False,연수구,연수구,연수구,False,False,False,True,True,연수구,37.4,126.6,False,False,,연수구,False,False,True,True,True,,,,,unmatched
신화여객 동춘동차고지,RS000041,10,11,인천광역시 연수구 먼우금로 2,동춘동차고지,,37.4,126.6,24시간 이용가능,RS,리셀파워,리셀파워,031-915-0503,2,2026-06-28 04:00:02,,,,,120.0,동시,28,28185,G0,G004,Y,,N,,N,,N,2025,1,F,PNE,RS000041_10,False,False,연수구,연수구,연수구,False,False,False,True,True,연수구,37.4,126.6,False,False,,연수구,False,False,True,True,True,,,,,unmatched
신화여객 서운동차고지,RS000042,1,11,인천광역시 계양구 서운동 225,신화여객 서운동차고지,,37.5,126.8,24시간 이용가능,RS,리셀파워,리셀파워,031-915-0503,2,2026-06-28 04:00:02,,,,,120.0,동시,28,28245,G0,G004,Y,,N,,N,,N,2025,1,F,PNE,RS000042_01,False,False,계양구,계양구,계양구,False,False,False,True,True,계양구,37.5,126.8,False,False,,계양구,False,False,True,True,True,,,,,unmatched
신화여객 서운동차고지,RS000042,2,11,인천광역시 계양구 서운동 225,신화여객 서운동차고지,,37.5,126.8,24시간 이용가능,RS,리셀파워,리셀파워,031-915-0503,2,2026-06-28 04:00:02,,,,,120.0,동시,28,28245,G0,G004,Y,,N,,N,,N,2025,1,F,PNE,RS000042_02,False,False,계양구,계양구,계양구,False,False,False,True,True,계양구,37.5,126.8,False,False,,계양구,False,False,True,True,True,,,,,unmatched
교보DTS 데이터센터,TDG00014,1,2,인천광역시 연수구 벤처로 14,교보DTS 데이터센터,교보DTS 데이터센터,37.831573,126.637546,00:00~24:00,TD,타디스테크놀로지,타디스테크놀로지,02-6956-3055,2,2026-07-12 23:00:04,2026-05-24 08:25:25,2026-05-24 09:57:56,,,7.0,단독,28,28185,G0,G004,Y,,N,,N,,N,2024,1,F,,TDG00014_01,False,False,연수구,연수구,연수구,False,False,False,True,True,연수구,37.831573,126.637546,False,False,,연수구,False,False,True,True,True,,,,,unmatched
교보DTS 데이터센터,TDG00014,2,2,인천광역시 연수구 벤처로 14,교보DTS 데이터센터,교보DTS 데이터센터,37.831573,126.637546,00:00~24:00,TD,타디스테크놀로지,타디스테크놀로지,02-6956-3055,2,2026-07-15 10:00:03,2026-05-21 06:05:00,2026-05-21 07:32:28,,,7.0,단독,28,28185,G0,G004,Y,,N,,N,,N,2024,1,F,,TDG00014_02,False,False,연수구,연수구,연수구,False,False,False,True,True,연수구,37.831573,126.637546,False,False,,연수구,False,False,True,True,True,,,,,unmatched
교보DTS 데이터센터,TDG00014,3,2,인천광역시 연수구 벤처로 14,교보DTS 데이터센터,교보DTS 데이터센터,37.831573,126.637546,00:00~24:00,TD,타디스테크놀로지,타디스테크놀로지,02-6956-3055,2,2026-07-14 23:00:03,2026-06-04 18:15:46,2026-06-04 20:51:12,,,7.0,단독,28,28185,G0,G004,Y,,N,,N,,N,2024,1,F,,TDG00014_03,False,False,연수구,연수구,연수구,False,False,False,True,True,연수구,37.831573,126.637546,False,False,,연수구,False,False,True,True,True,,,,,unmatched
인천교통공사01,ZPZPIT01,1,4,인천광역시 서해구 파랑로 105,BRT 통합차고지,차고지 본사 건물 왼쪽 앞,37.3,126.37,24시간 이용가능,ZP,자몽파워,인천교통공사,1533-6201,9,,,,,,300.0,동시,28,28275,B0,B001,Y,,Y,시설 상황에 따라 이용이 제한될 수 있음,N,,N,2024,1,F,PNE,ZPZPIT01_01,False,False,서해구,서해구,서해구,False,False,True,True,True,서해구,37.3,126.37,False,False,,서해구,False,False,True,True,False,,,,,unmatched
인천교통공사01,ZPZPIT01,2,4,인천광역시 서해구 파랑로 105,BRT 통합차고지,차고지 본사 건물 왼쪽 앞,37.3,126.37,24시간 이용가능,ZP,자몽파워,인천교통공사,1533-6201,9,,,,,,300.0,동시,28,28275,B0,B001,Y,,Y,시설 상황에 따라 이용이 제한될 수 있음,N,,N,2024,1,F,PNE,ZPZPIT01_02,False,False,서해구,서해구,서해구,False,False,True,True,True,서해구,37.3,126.37,False,False,,서해구,False,False,True,True,False,,,,,unmatched
인천교통공사01,ZPZPIT01,3,4,인천광역시 서해구 파랑로 105,BRT 통합차고지,차고지 본사 건물 왼쪽 앞,37.3,126.37,24시간 이용가능,ZP,자몽파워,인천교통공사,1533-6201,9,,,,,,300.0,동시,28,28275,B0,B001,Y,,N,시설 상황에 따라 이용이 제한될 수 있음,N,,N,2024,1,F,PNE,ZPZPIT01_03,False,False,서해구,서해구,서해구,False,False,False,True,True,서해구,37.3,126.37,False,False,,서해구,False,False,True,True,True,,,,,unmatched
인천교통공사01,ZPZPIT01,4,4,인천광역시 서해구 파랑로 105,BRT 통합차고지,차고지 본사 건물 왼쪽 앞,37.3,126.37,24시간 이용가능,ZP,자몽파워,인천교통공사,1533-6201,9,,,,,,300.0,동시,28,28275,B0,B001,Y,,N,시설 상황에 따라 이용이 제한될 수 있음,N,,N,2024,1,F,PNE,ZPZPIT01_04,False,False,서해구,서해구,서해구,False,False,False,True,True,서해구,37.3,126.37,False,False,,서해구,False,False,True,True,True,,,,,unmatched
인천교통공사01,ZPZPIT01,5,4,인천광역시 서해구 파랑로 105,BRT 통합차고지,차고지 본사 건물 왼쪽 앞,37.3,126.37,24시간 이용가능,ZP,자몽파워,인천교통공사,1533-6201,9,,,,,,300.0,동시,28,28275,B0,B001,Y,,N,시설 상황에 따라 이용이 제한될 수 있음,N,,N,2024,1,F,PNE,ZPZPIT01_05,False,False,서해구,서해구,서해구,False,False,False,True,True,서해구,37.3,126.37,False,False,,서해구,False,False,True,True,True,,,,,unmatched
인천교통공사01,ZPZPIT01,6,4,인천광역시 서해구 파랑로 105,BRT 통합차고지,차고지 본사 건물 왼쪽 앞,37.3,126.37,24시간 이용가능,ZP,자몽파워,인천교통공사,1533-6201,9,,,,,,300.0,동시,28,28275,B0,B001,Y,,N,시설 상황에 따라 이용이 제한될 수 있음,N,,N,2024,1,F,PNE,ZPZPIT01_06,False,False,서해구,서해구,서해구,False,False,False,True,True,서해구,37.3,126.37,False,False,,서해구,False,False,True,True,True,,,,,unmatched
